ts,product_id,open,high,low,close,volume
1788307200,BTC-USD,77398.7,77475,77087.5,77170.03,157.82050009
1788307200,ETH-USD,2417.4,2421.12,2404.6,2407.79,3261.57867676
1788307200,SOL-USD,99.94,100.21,99.57,99.62,21654.75584007
1788307200,XRP-USD,1.3511,1.3528,1.34,1.3408,3378454.926714
1788307200,DOGE-USD,0.08164,0.08172,0.08108,0.0811,3011918.2
1788307200,ADA-USD,0.19657,0.19749,0.19608,0.19616,1077719.93261088
1788307200,AVAX-USD,7.215,7.235,7.173,7.18,24004.05519369
1788307200,LINK-USD,11.231,11.253,11.154,11.157,28080.28
1788307200,DOT-USD,0.8713,0.876,0.8641,0.8661,146410.02137991
1788307200,LTC-USD,49.548,49.842,49.055,49.137,7986.3025727
1788307200,BCH-USD,245.98,246.76,245.37,245.44,238.88180154
1788307200,NEAR-USD,1.8855,1.8964,1.8589,1.8616,177783.426
1788307200,ATOM-USD,1.4617,1.4656,1.4588,1.4593,8482.24
1788307200,UNI-USD,5.8446,5.9399,5.814,5.8906,157045.675527
1788307200,APT-USD,0.546,0.5476,0.542,0.5427,103515.986
1788307200,ARB-USD,0.11041,0.11044,0.1075,0.10798,1436762.89
1788307200,OP-USD,0.09518,0.09539,0.09425,0.09447,693789.6
1788307200,SUI-USD,0.7214,0.7229,0.7174,0.7177,288262
1788307200,INJ-USD,4.806,4.818,4.745,4.753,21477.96
1788307200,AAVE-USD,127.85,128.24,126.82,126.88,810.586
1788307200,ENA-USD,0.15946,0.16085,0.15681,0.15761,2073642.8
1788307200,HBAR-USD,0.07404,0.07412,0.07345,0.07345,1299601.7
1788307200,ONDO-USD,0.34045,0.3415,0.33822,0.33849,349675.94
1788307200,PAXG-USD,4334.07,4343.3,4328.77,4332.78,41.22898
1788307200,PEPE-USD,3.47e-06,3.48e-06,3.45e-06,3.46e-06,41276625292
1788307200,SHIB-USD,5.14e-06,5.17e-06,5.13e-06,5.14e-06,3873679471
1788307200,XLM-USD,0.175689,0.176,0.17445,0.174599,2239789.05206669
1788307200,ZEC-USD,829.97,834.31,825.9,830.41,2643.22304969
1788307200,BNB-USD,682.57,686.92,682.38,683.54,267.07757
1788307200,HYPE-USD,82.78,83.26,82.51,82.53,29109.954
1788310800,BTC-USD,77170.03,77335.59,76663.54,76965.74,267.46475867
1788310800,ETH-USD,2407.51,2413.99,2385.2,2398.18,3869.10055392
1788310800,SOL-USD,99.6,99.9,98.45,99.05,42956.42212028
1788310800,XRP-USD,1.3407,1.3443,1.3265,1.3342,6321835.952681
1788310800,DOGE-USD,0.08112,0.08133,0.0802,0.08067,8595987.2
1788310800,ADA-USD,0.196,0.19674,0.19313,0.19454,2781932.12655453
1788310800,AVAX-USD,7.177,7.197,7.107,7.139,45272.02718652
1788310800,LINK-USD,11.156,11.19,11.067,11.117,43978.18
1788310800,DOT-USD,0.8663,0.8721,0.858,0.8654,185454.37033993
1788310800,LTC-USD,49.126,49.31,48.822,49.033,5487.78988192
1788310800,BCH-USD,245.28,246.59,243.35,244.13,530.06753763
1788310800,NEAR-USD,1.8613,1.862,1.83,1.8402,268064.881
1788310800,ATOM-USD,1.4591,1.463,1.4471,1.4534,10248.87
1788310800,UNI-USD,5.8906,5.9016,5.7766,5.8459,180747.257547
1788310800,APT-USD,0.5429,0.5429,0.5342,0.5407,92476.449
1788310800,ARB-USD,0.1081,0.11058,0.1079,0.11041,2480078.19
1788310800,OP-USD,0.09447,0.09534,0.09276,0.09334,1205756.05
1788310800,SUI-USD,0.7177,0.721,0.7079,0.7125,761333.9
1788310800,INJ-USD,4.753,4.777,4.74,4.758,10703.4
1788310800,AAVE-USD,127.04,127.42,125.03,125.83,2018.717
1788310800,ENA-USD,0.1575,0.1587,0.15526,0.15716,1576212.6
1788310800,HBAR-USD,0.07344,0.0738,0.07302,0.07321,2382979.8
